TERM,STUDENT_ID,COURSE,CAMPUS,GRADE
2022FL,sohtkip,ENGL-1301,NE,D
2022FL,owqjnlr,ENGL-1301,NE,B
2022FL,zhnxedt,ENGL-1301,SE,W
2022FL,nnrnkcf,ENGL-1301,TR,C
2022FL,yssqsws,ENGL-1301,TR,A
2022FL,jzbpmhn,ENGL-1301,NW,B
2022FL,dthmshl,ENGL-1301,TR,C
2022FL,lztkwdt,ENGL-1301,NW,A
2022FL,ghqpdfp,ENGL-1301,NW,D
2022FL,ngabbxe,ENGL-1301,TR,C
2022FL,yljuvyr,ENGL-1301,NE,F
2022FL,yxfzdjk,ENGL-1301,NE,D
2022FL,ymbwini,ENGL-1301,CN,A
2022FL,nahikvk,ENGL-1301,TR,F
2022FL,nenjcka,ENGL-1301,NE,W
2022FL,cktxuxs,ENGL-1301,TR,B
2022FL,swlqymj,ENGL-1301,SE,D
2022FL,zavoyru,ENGL-1301,SO,B
2022FL,dyeywvl,ENGL-1301,SE,CR
2022FL,piowzte,ENGL-1301,SE,A
2022FL,rgffihq,ENGL-1301,SE,W
2022FL,akesbwq,ENGL-1301,NW,D
2022FL,kipktrm,ENGL-1301,CN,A
2022FL,hbbjvnx,ENGL-1301,CN,W
2022FL,ksmcoui,ENGL-1301,TR,C
2022FL,nqhietv,ENGL-1301,SO,W
2022FL,ikeegou,ENGL-1301,SE,B
2022FL,wontpzy,ENGL-1301,SE,D
2022FL,svhecsb,ENGL-1301,TR,D
2022FL,vblbmoh,ENGL-1301,NE,D
2022FL,anaqozf,ENGL-1301,NW,C
2022FL,apinegy,ENGL-1301,SO,C
2022FL,iyboqpv,ENGL-1301,SE,F
2022FL,gkbalzp,ENGL-1301,SO,D
2022FL,vvbrpml,ENGL-1301,SO,CR
2022FL,rlkkghp,ENGL-1301,SE,F
2022FL,guffdqy,ENGL-1301,SE,W
2022FL,jvkenvp,ENGL-1301,NW,C
2022FL,rnbhnon,ENGL-1301,NE,F
2022FL,csnxdae,ENGL-1301,NE,W
2022FL,qybydic,ENGL-1301,SO,F
2022FL,jlnllav,ENGL-1301,SE,CR
2022FL,pzrxdyt,ENGL-1301,SO,D
2022FL,twcxdlp,ENGL-1301,CN,CR
2022FL,wosdnko,ENGL-1301,SE,F
2022FL,scsljlf,ENGL-1301,NE,D
2022FL,uzcltrm,ENGL-1301,NE,CR
2022FL,pzpmisk,ENGL-1301,SO,CR
2022FL,hblhyyb,ENGL-1301,SE,F
2022FL,kbawsyv,ENGL-1301,CN,F
2022FL,zzgdcae,ENGL-1301,TR,C
2022FL,tadjyqz,ENGL-1301,TR,F
2022FL,whhlvje,ENGL-1301,TR,CR
2022FL,jnfoggv,ENGL-1301,SE,CR
2022FL,olcenrh,ENGL-1301,SE,D
2022FL,vyirgew,ENGL-1301,NE,B
2022FL,xdhgwez,ENGL-1301,SO,B
2022FL,cywkxvq,ENGL-1301,SE,CR
2022FL,ohmbpdi,ENGL-1301,TR,W
2022FL,tzjbnjz,ENGL-1301,SO,C
2022FL,aogbzpg,ENGL-1301,CN,D
2022FL,dgdqwet,ENGL-1301,CN,D
2022FL,lahjxrg,ENGL-1301,NW,D
2022FL,cxvrlih,ENGL-1301,NE,B
2022FL,ynywaiy,ENGL-1301,NE,F
2022FL,aooygxo,ENGL-1301,NW,A
2022FL,zdhylro,ENGL-1301,CN,W
2022FL,xxbgxkl,ENGL-1301,SE,A
2022FL,nyotpxi,ENGL-1301,SE,A
2022FL,avzkree,ENGL-1301,SE,CR
2022FL,xloufpp,ENGL-1301,SO,C
2022FL,wulohjy,ENGL-1301,SO,CR
2022FL,nkqhgoo,ENGL-1301,NW,CR
2022FL,wuusvgw,ENGL-1301,NW,D
2022FL,ujzlzse,ENGL-1301,NE,A
2022FL,oqlnkmz,ENGL-1301,SE,W
2022FL,mqdkfbj,ENGL-1301,SE,D
2022FL,aayvedu,ENGL-1301,TR,W
2022FL,azjghzp,ENGL-1301,CN,W
2022FL,gmcyijy,ENGL-1301,NW,A
2022FL,ktgksgl,ENGL-1301,NE,W
2022FL,aweprgb,ENGL-1301,SO,CR
2022FL,kfwzsxu,ENGL-1301,TR,B
2022FL,zpwdwgt,ENGL-1301,NE,D
2022FL,ohyanuw,ENGL-1301,CN,C
2022FL,iphgvvy,ENGL-1301,CN,D
2022FL,vklaims,ENGL-1301,SO,C
2022FL,izzojet,ENGL-1301,SO,W
2022FL,yndsnhh,ENGL-1301,SO,D
2022FL,cdrrouq,ENGL-1301,SE,A
2022FL,rmcwlnd,ENGL-1301,SO,CR
2022FL,exqnygq,ENGL-1301,NW,CR
2022FL,zplsbdc,ENGL-1301,TR,B
2022FL,obvndby,ENGL-1301,SO,W
2022FL,cosxqja,ENGL-1301,SE,A
2022FL,dohflvf,ENGL-1301,NE,W
2022FL,cvteomo,ENGL-1301,TR,B
2022FL,lmcxper,ENGL-1301,NW,C
2022FL,kxnnjob,ENGL-1301,SO,CR
2022FL,qkdnuku,ENGL-1301,NW,CR
2022FL,doykeky,ENGL-1301,TR,B
2022FL,bwnvsam,ENGL-1301,CN,CR
2022FL,cgowtru,ENGL-1301,SE,D
2022FL,bmamwbm,ENGL-1301,NW,CR
2022FL,nkfkgmn,ENGL-1301,SE,B
2022FL,jygpzev,ENGL-1301,CN,B
2022FL,pdqlwdc,ENGL-1301,NE,C
2022FL,vcpbbgw,ENGL-1301,CN,D
2022FL,gcwedfh,ENGL-1301,NW,F
2022FL,pmfqsue,ENGL-1301,SE,C
2022FL,ppmifdt,ENGL-1301,SO,D
2022FL,qmwqjun,ENGL-1301,NE,A
2022FL,hmyuaxe,ENGL-1301,TR,F
2022FL,yyyqffp,ENGL-1301,CN,W
2022FL,xikmans,ENGL-1301,SO,A
2022FL,lhwedlb,ENGL-1301,CN,D
2022FL,nzegakb,ENGL-1301,NW,W
2022FL,pwsbxpj,ENGL-1301,NE,W
2022FL,rbeefiq,ENGL-1301,NE,B
2022FL,jcaifpy,ENGL-1301,NW,C
2022FL,jqnaozp,ENGL-1301,TR,D
2022FL,tnqqmzg,ENGL-1301,NE,W
2022FL,xpzrgdb,ENGL-1301,NE,W
2022FL,vvjbkxj,ENGL-1301,CN,W
2022FL,hyfugvw,ENGL-1301,SE,F
2022FL,evhoqoq,ENGL-1301,NE,D
2022FL,esagkwv,ENGL-1301,CN,F
2022FL,ajzkjai,ENGL-1301,SE,B
2022FL,yiybywg,ENGL-1301,TR,A
2022FL,ziydeju,ENGL-1301,CN,C
2022FL,nfsofhr,ENGL-1301,SE,W
2022FL,fxezemh,ENGL-1301,NW,W
2022FL,xwgoxea,ENGL-1301,TR,A
2022FL,pknlnat,ENGL-1301,SO,W
2022FL,oydhyot,ENGL-1301,CN,D
2022FL,mlmyqix,ENGL-1301,CN,B
2022FL,mzwxumr,ENGL-1301,TR,CR
2022FL,guyeshs,ENGL-1301,SE,A
2022FL,miuejgn,ENGL-1301,TR,A
2022FL,wfgjkpm,ENGL-1301,CN,W
2022FL,aulfvkr,ENGL-1301,NE,C
2022FL,vsobpgb,ENGL-1301,SO,B
2022FL,niwgofn,ENGL-1301,TR,C
2022FL,wyfdqkp,ENGL-1301,CN,CR
2022FL,vgtxyqk,ENGL-1301,NE,CR
2022FL,unoophv,ENGL-1301,CN,CR
2022FL,xeebyrq,ENGL-1301,CN,B
2022FL,yghpcsr,ENGL-1301,NW,F
2022FL,levcecs,ENGL-1301,NE,F
2022FL,vnppqah,ENGL-1301,NE,C
2022FL,pmgcaxk,ENGL-1301,SE,A
2022FL,dowxyov,ENGL-1301,SO,W
2022FL,yrcxqdv,ENGL-1301,NW,A
2022FL,dkxakgu,ENGL-1301,SO,D
2022FL,sjvsvjd,ENGL-1301,NE,A
2022FL,dstqvkj,ENGL-1301,SE,A
2022FL,dixwqyz,ENGL-1301,CN,D
2022FL,thtnzce,ENGL-1301,CN,C
2022FL,npttrhf,ENGL-1301,TR,W
2022FL,jnigppu,ENGL-1301,TR,W
2022FL,ziealze,ENGL-1301,SO,C
2022FL,hvcyfnm,ENGL-1301,CN,CR
2022FL,frilevx,ENGL-1301,NE,W
2022FL,ldtwsov,ENGL-1301,TR,B
2022FL,trlsxhb,ENGL-1301,TR,W
2022FL,ljnjiwv,ENGL-1301,SO,CR
2022FL,bulfbwh,ENGL-1301,SE,F
2022FL,dloqtzp,ENGL-1301,TR,CR
2022FL,qpcxceg,ENGL-1301,SE,CR
2022FL,kftlvic,ENGL-1301,NW,CR
2022FL,wjopfuo,ENGL-1301,TR,C
2022FL,jxuyvsn,ENGL-1301,TR,B
2022FL,ndpdghg,ENGL-1301,SO,C
2022FL,qlioxrd,ENGL-1301,SO,F
2022FL,lksofrk,ENGL-1301,CN,A
2022FL,vqsiuar,ENGL-1301,NE,B
2022FL,xnetndy,ENGL-1301,CN,A
2022FL,gkjqjtf,ENGL-1301,NW,C
2022FL,xwfyfeg,ENGL-1301,SO,W
2022FL,tqufail,ENGL-1301,SO,F
2022FL,yqhykhl,ENGL-1301,SO,A
2022FL,zfhshjj,ENGL-1301,SO,B
2022FL,kzgcqly,ENGL-1301,SE,D
2022FL,xgauxjt,ENGL-1301,CN,F
2022FL,sspopof,ENGL-1301,SE,C
2022FL,ctkmlyd,ENGL-1301,CN,D
2022FL,bdwxhnm,ENGL-1301,NW,W
2022FL,akurjxo,ENGL-1301,SE,D
2022FL,zmcbkdj,ENGL-1301,SE,F
2022FL,ixmomch,ENGL-1301,SE,W
2022FL,qgxtwev,ENGL-1301,SE,CR
2022FL,vqocapa,ENGL-1301,NW,D
2022FL,sgcdrni,ENGL-1301,NW,F
2022FL,cwfvtty,ENGL-1301,CN,B
2022FL,olevlbm,ENGL-1301,NE,W
2022FL,ssaohke,ENGL-1301,TR,W
2022FL,yihmuaj,ENGL-1301,CN,A
2022FL,cspucgw,ENGL-1301,SO,C
2022FL,tgsjzod,ENGL-1301,SE,W
2022FL,ddbzzpp,ENGL-1301,NW,A
2022FL,fsrlxnt,ENGL-1301,TR,W
2022FL,mhgsqkm,ENGL-1301,CN,D
2022FL,kioslgd,ENGL-1301,NE,B
2022FL,dgxgmac,ENGL-1301,NW,B
2022FL,shiogqa,ENGL-1301,TR,CR
2022FL,zvsoyjp,ENGL-1301,SO,F
2022FL,esvfgwx,ENGL-1301,TR,W
2022FL,klczxtm,ENGL-1301,SE,A
2022FL,dorvhbi,ENGL-1301,NE,D
2022FL,rcjwwgj,ENGL-1301,TR,CR
2022FL,skigwbz,ENGL-1301,SO,W
2022FL,boieexe,ENGL-1301,NE,CR
2022FL,euileip,ENGL-1301,NW,W
2022FL,htitdtt,ENGL-1301,NE,B
2022FL,etfznyq,ENGL-1301,NW,D
2022FL,cpfzzef,ENGL-1301,TR,F
2022FL,yhettpq,ENGL-1301,NE,B
2022FL,kiklnnu,ENGL-1301,CN,A
2022FL,nbjlwas,ENGL-1301,NW,D
2022FL,ojacqvp,ENGL-1301,SE,A
2022FL,iwmbqwj,ENGL-1301,NE,W
2022FL,gkfqlzq,ENGL-1301,NE,B
2022FL,bmkoxop,ENGL-1301,TR,B
2022FL,koasqfq,ENGL-1301,CN,W
2022FL,qejmmcz,ENGL-1301,TR,F
2022FL,tyyvmtw,ENGL-1301,CN,B
2022FL,mazpxgm,ENGL-1301,SO,C
2022FL,kylcsrm,ENGL-1301,SE,A
2022FL,qtmdzkm,ENGL-1301,NE,B
2022FL,vytvpoi,ENGL-1301,NW,W
2022FL,aofwvyd,ENGL-1301,SE,F
2022FL,adnswgy,ENGL-1301,TR,A
2022FL,ohujgqk,ENGL-1301,NW,A
2022FL,nofwvol,ENGL-1301,CN,F
2022FL,dfdqcxu,ENGL-1301,NE,D
2022FL,ucymuvv,ENGL-1301,SE,C
2022FL,lacixrz,ENGL-1301,TR,D
2022FL,lhoosyv,ENGL-1301,SE,F
2022FL,nuzyhbr,ENGL-1301,NE,D
2022FL,wxoxvjf,ENGL-1301,NW,F
2022FL,dxtwjcf,ENGL-1301,SO,W
2022FL,fqcfngc,ENGL-1301,TR,D
2022FL,wsikzee,ENGL-1301,CN,CR
2022FL,bchzfxn,ENGL-1301,SO,W
2022FL,tdsxhvj,ENGL-1301,CN,B
2022FL,olceluf,ENGL-1301,SO,C
2022FL,lfqxrox,ENGL-1301,CN,CR
2022FL,oidlewk,ENGL-1301,NW,W
2022FL,ecwyoyb,ENGL-1301,TR,CR
2022FL,jkvyfbh,ENGL-1301,NW,F
2022FL,pegscqs,ENGL-1301,NW,A
2022FL,klvqkvn,ENGL-1301,NW,CR
2022FL,izbpsgu,ENGL-1301,SO,W
2022FL,upzrlex,ENGL-1301,TR,A
2022FL,janxovw,ENGL-1301,NW,B
2022FL,ylqjzvk,ENGL-1301,SE,W
2022FL,uywfvos,ENGL-1301,NE,W
2022FL,cxylhgl,ENGL-1301,TR,W
2022FL,fgobixr,ENGL-1301,NE,B
2022FL,wrmyjtg,ENGL-1301,NW,B
2022FL,tmdzhor,ENGL-1301,NE,B
2022FL,qeoryyf,ENGL-1301,NW,F
2022FL,nwcbbzv,ENGL-1301,NW,CR
2022FL,oqypbld,ENGL-1301,SO,D
2022FL,qikxpgy,ENGL-1301,NW,C
2022FL,wukafgr,ENGL-1301,SE,C
2022FL,jlfqqnn,ENGL-1301,SE,A
2022FL,pxmcthb,ENGL-1301,NW,W
2022FL,flybpix,ENGL-1301,TR,D
2022FL,shcsist,ENGL-1301,SE,D
2022FL,bhdrcjx,ENGL-1301,TR,D
2022FL,omzgtbm,ENGL-1301,SO,W
2022FL,sdkwisa,ENGL-1301,NE,D
2022FL,okvzdnx,ENGL-1301,CN,C
2022FL,voojnwb,ENGL-1301,NW,C
2022FL,xtqscrw,ENGL-1301,CN,D
2022FL,xfbhaez,ENGL-1301,SE,C
2022FL,iqqfvws,ENGL-1301,SE,W
2022FL,zqfulie,ENGL-1301,NW,F
2022FL,idkiecg,ENGL-1301,CN,C
2022FL,ggedjzw,ENGL-1301,NE,C
2022FL,wptfxhb,ENGL-1301,SO,F
2022FL,nkhkdml,ENGL-1301,NE,CR
2022FL,zfehbxz,ENGL-1301,NW,CR
2022FL,ripbpfn,ENGL-1301,SO,W
2022FL,sxxxwat,ENGL-1301,NW,CR
2022FL,nrxjecf,ENGL-1301,SO,CR
2022FL,pjusqbo,ENGL-1301,CN,A
2022FL,udxobvn,ENGL-1301,TR,W
2022FL,ljxuqla,ENGL-1301,NE,CR
2022FL,lyybssz,ENGL-1301,TR,C
2022FL,lddvlhd,ENGL-1301,CN,F
2022FL,hrqpazg,ENGL-1301,CN,F
2022FL,yyizbhh,ENGL-1301,SO,B
2022FL,fqbweuv,ENGL-1301,SE,C
2022FL,kzelrqo,ENGL-1301,SO,B
2022FL,ztnnhsd,ENGL-1301,TR,CR
2022FL,dvpwsyv,ENGL-1301,NE,F
2022FL,yumkyws,ENGL-1301,TR,CR
2022FL,ibamgyq,ENGL-1301,CN,C
2022FL,ueoqttb,ENGL-1301,SE,B
2022FL,cgdbpat,ENGL-1301,NW,C
2022FL,nzqbmyv,ENGL-1301,NW,A
2022FL,bglkhgq,ENGL-1301,TR,C
2022FL,ocfkoyb,ENGL-1301,SO,C
2022FL,kvowqtt,ENGL-1301,TR,CR
2022FL,odplwzw,ENGL-1301,NW,CR
2022FL,erbphvn,ENGL-1301,SE,CR
2022FL,xredspb,ENGL-1301,CN,C
2022FL,hzercni,ENGL-1301,SE,F
2022FL,sbackao,ENGL-1301,SO,D
2022FL,bqxugoa,ENGL-1301,NW,C
2022FL,habkezk,ENGL-1301,CN,F
2022FL,vnapjxn,ENGL-1301,SE,B
2022FL,kkjkvmq,ENGL-1301,CN,A
2022FL,mukifvd,ENGL-1301,NW,A
2022FL,hfxinbo,ENGL-1301,TR,C
2022FL,nrimemh,ENGL-1301,NE,W
2022FL,lzeadjm,ENGL-1301,TR,C
2022FL,xynkymq,ENGL-1301,NE,D
2022FL,cfhtfio,ENGL-1301,SO,F
2022FL,ehvdxaq,ENGL-1301,NW,F
2022FL,veunrbz,ENGL-1301,CN,B
2022FL,zclugjc,ENGL-1301,NW,W
2022FL,upopzgy,ENGL-1301,TR,C
2022FL,aaoxmch,ENGL-1301,CN,A
2022FL,wlcqazs,ENGL-1301,SO,B
2022FL,dtkzknw,ENGL-1301,CN,B
2022FL,imbtyoy,ENGL-1301,NW,A
2022FL,hpwqdmj,ENGL-1301,CN,W
2022FL,nqouzwq,ENGL-1301,SO,D
2022FL,ttrwyjb,ENGL-1301,SE,CR
2022FL,bsjhemi,ENGL-1301,TR,B
2022FL,urcvjjs,ENGL-1301,CN,W
2022FL,ijdswho,ENGL-1301,SE,C
2022FL,odilths,ENGL-1301,NW,F
2022FL,fnbwyax,ENGL-1301,CN,C
2022FL,domkzmw,ENGL-1301,TR,D
2022FL,dyywshz,ENGL-1301,SE,C
2022FL,gvhtjzf,ENGL-1301,SO,A
2022FL,usmotwa,ENGL-1301,NE,F
2022FL,bjfjbbe,ENGL-1301,SO,CR
2022FL,qjgrevq,ENGL-1301,NE,A
2022FL,qgzrlri,ENGL-1301,NW,A
2022FL,cdhkskv,ENGL-1301,CN,F
2022FL,okszizm,ENGL-1301,SE,W
2022FL,xdefxnw,ENGL-1301,SE,B
2022FL,egnswgv,ENGL-1301,NE,CR
2022FL,nftshbb,ENGL-1301,SE,C
2022FL,vftbwms,ENGL-1301,NE,CR
2022FL,klfftyt,ENGL-1301,NE,F
2022FL,vjbzoqe,ENGL-1301,CN,B
2022FL,kyglptt,ENGL-1301,NE,A
2022FL,gvjmtpd,ENGL-1301,CN,A
2022FL,mrwmbbr,ENGL-1301,TR,C
2022FL,xbxfrup,ENGL-1301,NE,CR
2022FL,egtajna,ENGL-1301,TR,F
2022FL,nfbewmq,ENGL-1301,SE,CR
2022FL,kcvyvgx,ENGL-1301,TR,W
2022FL,ohtxkcx,ENGL-1301,NW,CR
2022FL,ltwabse,ENGL-1301,TR,B
2022FL,mlhoxpg,ENGL-1301,SE,F
2022FL,zkouhah,ENGL-1301,CN,D
2022FL,kdjxqqt,ENGL-1301,SO,D
2022FL,uylfmrp,ENGL-1301,TR,CR
2022FL,dufmkhl,ENGL-1301,TR,C
2022FL,wrsxvzb,ENGL-1301,SE,B
2022FL,sgcnwps,ENGL-1301,SE,F
2022FL,cvpybhr,ENGL-1301,NE,F
2022FL,uydmcyr,ENGL-1301,CN,C
2022FL,crptrxj,ENGL-1301,TR,C
2022FL,uidfnxh,ENGL-1301,SE,W
2022FL,anmzkzr,ENGL-1301,SO,CR
2022FL,rsnzyqh,ENGL-1301,NW,D
2022FL,cshwzcn,ENGL-1301,SE,A
2022FL,byjyglc,ENGL-1301,CN,CR
2022FL,rnzvygh,ENGL-1301,CN,A
2022FL,wmylpjy,ENGL-1301,NE,W
2022FL,oplwezp,ENGL-1301,SE,C
2022FL,hvfagfm,ENGL-1301,CN,D
2022FL,hboyllu,ENGL-1301,SE,B
2022FL,wscemfc,ENGL-1301,NW,W
2022FL,lsddzib,ENGL-1301,SO,C
2022FL,xopirck,ENGL-1301,TR,C
2022FL,qjpmnzn,ENGL-1301,TR,C
2022FL,qayksme,ENGL-1301,CN,D
2022FL,fvmzhle,ENGL-1301,CN,CR
2022FL,gjgaupy,ENGL-1301,NE,C
2022FL,rpgjdej,ENGL-1301,NE,W
2022FL,mzbqeiy,ENGL-1301,TR,CR
2022FL,tuuobat,ENGL-1301,NE,F
2022FL,jehwzqb,ENGL-1301,NE,C
2022FL,utbrwth,ENGL-1301,NE,A
2022FL,ixgcvxw,ENGL-1301,NE,W
2022FL,cdfrgzd,ENGL-1301,NW,C
2022FL,jqnodta,ENGL-1301,SO,F
2022FL,ziaammz,ENGL-1301,NE,A
2022FL,bslsaht,ENGL-1301,SE,W
2022FL,rrcrzsq,ENGL-1301,CN,F
2022FL,aaoomuo,ENGL-1301,SE,C
2022FL,aiwnwua,ENGL-1301,NW,D
2022FL,gfekvti,ENGL-1301,TR,F
2022FL,cvichrw,ENGL-1301,NW,C
2022FL,kmebgaj,ENGL-1301,SE,CR
2022FL,tkwgllq,ENGL-1301,NE,F
2022FL,sdxmypb,ENGL-1301,NW,B
2022FL,cwxlswf,ENGL-1301,TR,CR
2022FL,rarughi,ENGL-1301,SO,B
2022FL,btrqfrs,ENGL-1301,TR,A
2022FL,gmbnzio,ENGL-1301,CN,CR
2022FL,qxcbbzs,ENGL-1301,NE,W
2022FL,mxkiawq,ENGL-1301,NE,A
2022FL,eesgkty,ENGL-1301,SO,C
2022FL,cntqzrm,ENGL-1301,TR,CR
2022FL,sqerhxd,ENGL-1301,NW,B
2022FL,wpbdylp,ENGL-1301,SO,W
2022FL,htxgnxn,ENGL-1301,SE,CR
2022FL,ewqblvu,ENGL-1301,CN,B
2022FL,znyfwym,ENGL-1301,CN,W
2022FL,htcvofs,ENGL-1301,CN,W
2022FL,aashabg,ENGL-1301,NE,CR
2022FL,bfbnawy,ENGL-1301,SO,D
2022FL,usfpied,ENGL-1301,TR,D
2022FL,llaxvya,ENGL-1301,SO,CR
2022FL,hbnpujl,ENGL-1301,SO,D
2022FL,fmuztvm,ENGL-1301,NE,CR
2022FL,qxchiqr,ENGL-1301,CN,W
2022FL,ymhnccg,ENGL-1301,SO,F
2022FL,hfhqtny,ENGL-1301,NE,F
2022FL,vzkjfai,ENGL-1301,SO,A
2022FL,dtokvbd,ENGL-1301,SE,A
2022FL,eikwbuy,ENGL-1301,SO,C
2022FL,rkieten,ENGL-1301,NE,B
2022FL,bhhlflb,ENGL-1301,CN,A
2022FL,ltzwith,ENGL-1301,SO,A
2022FL,jpfrxim,ENGL-1301,NE,F
2022FL,jalkyyf,ENGL-1301,TR,A
2022FL,bmbvffy,ENGL-1301,SE,D
2022FL,scunwfs,ENGL-1301,CN,D
2022FL,kunnmhk,ENGL-1301,SE,D
2022FL,hliifms,ENGL-1301,NE,CR
2022FL,fiadxui,ENGL-1301,TR,F
2022FL,ehezdtj,ENGL-1301,TR,C
2022FL,nxpfviz,ENGL-1301,CN,F
2022FL,jvkixmv,ENGL-1301,SE,B
2022FL,yozkbwf,ENGL-1301,SO,C
2022FL,bysxxdi,ENGL-1301,TR,W
2022FL,naqueje,ENGL-1301,CN,D
2022FL,ptwckfk,ENGL-1301,SO,D
2022FL,jyalzlc,ENGL-1301,SE,CR
2022FL,hkrgaje,ENGL-1301,SE,B
2022FL,gopmgoh,ENGL-1301,NE,A
2022FL,ympuczh,ENGL-1301,NW,F
2022FL,jhtfnap,ENGL-1301,NW,B
2022FL,sdknxvj,ENGL-1301,NE,C
2022FL,ttrcfsh,ENGL-1301,SE,F
2022FL,whlapru,ENGL-1301,NW,W
2022FL,kfsxhdl,ENGL-1301,SO,A
2022FL,sejabvy,ENGL-1301,NW,A
2022FL,gttwnty,ENGL-1301,SO,C
2022FL,rcdddos,ENGL-1301,CN,F
2022FL,eworwfm,ENGL-1301,TR,B
2022FL,hzzjgdr,ENGL-1301,NW,W
2022FL,llrbptt,ENGL-1301,SO,W
2022FL,ifjlbvb,ENGL-1301,SO,A
2022FL,wcgxgok,ENGL-1301,CN,CR
2022FL,wgxzpci,ENGL-1301,SO,W
2022FL,cpoxwhp,ENGL-1301,SO,C
2022FL,hdyzjhc,ENGL-1301,TR,C
2022FL,dgsznnf,ENGL-1301,NE,C
2022FL,gdkyboc,ENGL-1301,NW,CR
2022FL,ysxeizi,ENGL-1301,SE,A
2022FL,kksaxyi,ENGL-1301,SE,CR
2022FL,dcdjzer,ENGL-1301,TR,D
2022FL,pkxrpln,ENGL-1301,CN,C
2022FL,mhjmsfw,ENGL-1301,NE,CR
2022FL,vpjvlxo,ENGL-1301,CN,C
2022FL,eoemapz,ENGL-1301,SE,B
2022FL,febwgzx,ENGL-1301,NW,A
2022FL,vjjmyrb,ENGL-1301,TR,CR
2022FL,dghbhgj,ENGL-1301,SO,F
2022FL,tdjigqj,ENGL-1301,SO,CR
2022FL,txwoqjg,ENGL-1301,SO,F
2022FL,gjceels,ENGL-1301,NE,A
2022FL,gbtefmw,ENGL-1301,NE,C
2022FL,pbjimae,ENGL-1301,TR,W
2022FL,dpvslxe,ENGL-1301,SO,W
2022FL,sdlvgpo,ENGL-1301,TR,W
2022FL,evyvvvh,ENGL-1301,NE,C
2022FL,gwthbti,ENGL-1301,NW,C
2022FL,jedwmsd,ENGL-1301,TR,CR
2022FL,luqgdkw,ENGL-1301,SE,F
2022FL,mjoiesl,ENGL-1301,NE,W
2022FL,mayainr,ENGL-1301,CN,CR
2022FL,xanlvqf,ENGL-1301,TR,W
2022FL,fqntgfy,ENGL-1301,SO,B
2022FL,yilnkuu,ENGL-1301,NE,B
2022FL,kswmkds,ENGL-1301,TR,A
2022FL,gqkfscv,ENGL-1301,NW,D
2022FL,idnbrdx,ENGL-1301,SO,B
2022FL,idjcpjf,ENGL-1301,TR,B
2022FL,fmxskmk,ENGL-1301,NW,CR
2022FL,nrscfwc,ENGL-1301,SO,W
2022FL,jwstbbr,ENGL-1301,CN,F
2022FL,xhohoxl,ENGL-1301,TR,D
2022FL,watlbgh,ENGL-1301,SO,C
2022FL,qcsfqih,ENGL-1301,SO,F
2022FL,imzshzo,ENGL-1301,SE,W
2022FL,duojwue,ENGL-1301,SO,F
2022FL,hnqhpew,ENGL-1301,SO,D
2022FL,xyhmjlh,ENGL-1301,NE,F
2022FL,uelikpi,ENGL-1301,CN,A
2022FL,nvwvmpm,ENGL-1301,NE,W
2022FL,nqnyvpq,ENGL-1301,NE,W
2022FL,ypatsyn,ENGL-1301,CN,W
2022FL,rwcfhco,ENGL-1301,TR,C
2022FL,espcory,ENGL-1301,CN,B
2022FL,kqmxcyh,ENGL-1301,SO,B
2022FL,ccpubyt,ENGL-1301,CN,W
2022FL,dnirtme,ENGL-1301,NW,F
2022FL,xxydnwn,ENGL-1301,SE,CR
2022FL,vcnzpub,ENGL-1301,CN,A
2022FL,cbgufia,ENGL-1301,NW,B
2022FL,cakqnhn,ENGL-1301,CN,A
2022FL,egpelmj,ENGL-1301,SO,D
2022FL,qnrkjab,ENGL-1301,NW,C
2022FL,vxunimv,ENGL-1301,SO,F
2022FL,uzltmdy,ENGL-1301,SE,C
2022FL,gqfwcci,ENGL-1301,TR,A
2022FL,xhgpncq,ENGL-1301,TR,D
2022FL,bzpjeot,ENGL-1301,SE,A
2022FL,gonljfq,ENGL-1301,NE,D
2022FL,ojbtkih,ENGL-1301,SE,A
2022FL,dsgcdtk,ENGL-1301,SO,A
2022FL,tqbtdcm,ENGL-1301,SO,F
2022FL,ewcdoxf,ENGL-1301,NE,F
2022FL,kgatkyn,ENGL-1301,SO,F
2022FL,qqlvybm,ENGL-1301,SO,B
2022FL,uiwhetl,ENGL-1301,SO,D
2022FL,cvtsoqq,ENGL-1301,TR,W
2022FL,mppfbys,ENGL-1301,CN,C
2022FL,dveohjc,ENGL-1301,TR,C
2022FL,juenumj,ENGL-1301,NE,CR
2022FL,yttbrod,ENGL-1301,SE,CR
2022FL,rdvuqss,ENGL-1301,TR,B
2022FL,oraxvfu,ENGL-1301,NE,C
2022FL,dntcgjd,ENGL-1301,TR,B
2022FL,gzxcmqp,ENGL-1301,NE,C
2022FL,njcchdn,ENGL-1301,CN,D
2022FL,hvorzve,ENGL-1301,TR,F
2022FL,aoqbwtp,ENGL-1301,SE,CR
2022FL,ngmdonc,ENGL-1301,SO,B
2022FL,igxrpde,ENGL-1301,NW,A
2022FL,fsgxlai,ENGL-1301,TR,F
2022FL,aackncy,ENGL-1301,TR,B
2022FL,omzboyx,ENGL-1301,TR,C
2022FL,eeixepz,ENGL-1301,NE,D
2022FL,ltsqjtp,ENGL-1301,SE,B
2022FL,jvbhuuy,ENGL-1301,SE,A
2022FL,actbrno,ENGL-1301,SO,F
2022FL,zlwmdqu,ENGL-1301,SO,CR
